12/11/2024                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Revision,Shipment Date,Shipment,Ship No.,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,QI.Qty.,Unres.Qty.,Reserve Qty.,Available Qty.,Block Qty., Total,Remark,Manufacturer
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,10913088,,02/01/2023,S20-2300093/01,010223S20-2300093/01,2B57020,12/05/2022,08/05/2023,02/01/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,1
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,10913089,,02/01/2023,S20-2300093/01,010223S20-2300093/01,2B57020,12/05/2022,08/05/2023,02/01/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,3,3,,1
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,120,RP57,11859828,,03/20/2024,S20-2400513/01,200324S20-2400513/01,4347010,03/04/2024,11/04/2024,03/20/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,0,0,0,1,1,,
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,120,DC55,12289727,,10/09/2024,S20-2403244/01,091024S20-2403244/01,4.99E+12,09/09/2024,05/09/2025,10/09/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,2,0,2,0,2,,-
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,120,DC51,12385911,,11/27/2024,S20-2403880/01,271124S20-2403880/01,4.07E+12,10/07/2024,06/07/2025,11/27/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,6,0,6,0,6,,
,PZ0122-UTL,PZ0122,UTL,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,9391037,,07/14/2021,S20-2102502/01,140721S20-2102502/01,15N7030,05/24/2021,01/24/2022,07/14/2021,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,-
,PZ0122-UTL,PZ0122,UTL,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,11241584,,06/13/2023,S20-2301632/01,130623S20-2301632/01,31T7010,01/30/2023,09/30/2023,06/13/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,3,3,,-
,PZ0123-ONS,PZ0123,ONS,SMQ75 Pb92.5Ag2.5Sn T4 Printing,PB92.5AG2.5SN5SMQ75 PRIN4,,120,DC64,12334497,,11/04/2024,INM124110018/01,041124INM124110018/01,PSA648152,10/21/2024,04/21/2025,11/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,296,0,296,0,296,,
,PZ0123-UTL,PZ0123,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Printing,PB92.5AG2.5SN5SMQ75 PRIN4,,120,DC64,12249419,,09/20/2024,INM124090082/01,200924INM124090082/01,PSA647879,09/13/2024,03/13/2025,09/20/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,2,0,2,0,2,,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP61,11778418,,01/03/2023,INM123010001/01,030123INM123010001/01,PSA642755,12/14/2022,06/14/2023,01/03/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,110","1,110",,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP61,11778419,,01/03/2023,INM123010001/02,030123INM123010001/02,PSA642774,12/15/2022,06/15/2023,01/03/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,960","1,960",,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP61,11369899,,07/31/2023,INM123070126/01,310723INM123070126/01,PSA644728,07/17/2023,01/17/2024,07/31/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,208,208,,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP61,11470795,,09/08/2023,INM123090034/01,080923INM123090034/01,PSA645140,08/31/2023,02/28/2024,09/08/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,200,200,,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP57,11979962,,05/24/2024,INM124050092/01,240524INM124050092/01,PSA647010,05/16/2024,11/16/2024,05/24/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,50,50,,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,RP58,11979966,,05/24/2024,INM124050092/02,240524INM124050092/02,PSA647032,05/20/2024,11/20/2024,05/24/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"3,910","3,910",,
,PZ0124-UTL,PZ0124,UTL,SMQ75 Pb92.5Ag2.5Sn T4 Dispensing,PB92.5AG2.5SN5SMQ75 DISP4,,120,DC51,12334500,,11/04/2024,INM124110016/01,041124INM124110016/01,PSA648154,10/21/2024,04/21/2025,11/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,"1,370",0,"1,370",0,"1,370",,
,PZ0125-TIU,PZ0125,TIU,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,10132749,,04/25/2022,INM122040101/01,250422INM122040101/01,PSA639653,03/24/2022,09/24/2022,04/25/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,87,87,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,8622366,,01/17/2020,IV2001079/01,170120IV2001079/01,PSA630405,01/10/2020,07/10/2020,01/17/2020,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,5,5,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,9405842,,09/26/2020,IV2009175/01,260920IV2009175/01,PSA633235,09/22/2020,03/22/2021,09/27/2020,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,-
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,9786886,,12/17/2021,INM121120069/01,171221INM121120069/01,PSA638562,12/13/2021,06/11/2022,12/17/2021,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,36,36,,-
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,9786894,,12/17/2021,INM121120068/01,171221INM121120068/01,PSA638565,12/13/2021,06/11/2022,12/17/2021,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,18,18,,-
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,10242041,,06/06/2022,INM122060043/01,060622INM122060043/01,PSA640253,05/13/2022,11/13/2022,06/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,15,15,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,10314276,,06/27/2022,INM122060129/01,270622INM122060129/01,PSA640253,05/13/2022,11/13/2022,06/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,10314277,,06/27/2022,INM122060129/02,270622INM122060129/02,PSA640582,06/10/2022,12/10/2022,06/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,10,10,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP05,10430018,,08/08/2022,INM122080042/01,080822INM122080042/01,PSA640582,06/10/2022,12/10/2022,08/08/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,10,10,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP01,10430034,,08/08/2022,INM122080042/02,080822INM122080042/02,PSA641177,08/01/2022,02/01/2023,08/08/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,10,10,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP05,10768726,,12/07/2022,INM122120029/01,071222INM122120029/01,PSA642294,11/08/2022,05/07/2023,12/07/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,10,10,,1
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,RP02,11667225,,12/07/2023,INM123120029/01,071223INM123120029/01,PSA645811,11/20/2023,05/20/2024,12/07/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,53,53,,-
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,130,DC45,12209448,-,09/04/2024,INM124090016/01,040924INM124090016/01,PSA647694,08/21/2024,02/21/2025,09/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,80,0,80,0,80,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC64,12209415,-,09/04/2024,INM124090017/02,040924INM124090017/02,PSA647703,08/22/2024,02/22/2025,09/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,318,0,318,0,318,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC64,12209424,-,09/04/2024,INM124090017/03,040924INM124090017/03,PSA647704,08/22/2024,02/22/2025,09/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,320,0,320,0,320,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC65,12263027,-,09/26/2024,INM124090104/01,260924INM124090104/01,PSA647704,08/22/2024,02/22/2025,09/26/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,80,0,80,0,80,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC65,12263028,-,09/26/2024,INM124090104/01,260924INM124090104/01,PSA647704,08/22/2024,02/22/2025,09/26/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,200,0,200,0,200,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC65,12263032,-,09/26/2024,INM124090104/02,260924INM124090104/02,PSA647713,08/23/2024,02/23/2025,09/26/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,600,0,600,0,600,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC56,12263036,-,09/26/2024,INM124090104/03,260924INM124090104/03,PSA647714,08/23/2024,02/23/2025,09/26/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,280,0,280,0,280,,
,PZ0125-UTL,PZ0125,UTL,SMQ75 Pb95Sn5 T4 Printing,PB95SN5 SMQ75 PRIN4,360,120,DC56,12263037,-,09/26/2024,INM124090104/03,260924INM124090104/03,PSA647714,08/23/2024,02/23/2025,09/26/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,240,0,240,0,240,,
,PZ0126-ISL,PZ0126,ISL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP05,12060500,,08/16/2023,INM123080073/01,160823INM123080073/01,PSA644891,08/02/2023,02/02/2024,08/16/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,124,124,ISL-925,
,PZ0126-ISL,PZ0126,ISL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP57,11886365,,04/02/2024,INM124040019/01,020424INM124040019/01,PSA646544,03/08/2024,09/08/2024,04/02/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,120,120,,-
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP01,10029194,,03/18/2022,INM122030082/01,180322INM122030082/01,PSA639491,03/11/2022,09/11/2022,03/18/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,68,68,,1
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10173753,,05/10/2022,INM122050059/01,100522INM122050059/01,PSA639886,04/13/2022,10/13/2022,05/10/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,480,480,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10211707,,05/23/2022,INM122050100/01,230522INM122050100/01,PSA639886,04/13/2022,10/13/2022,05/23/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,50,50,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10241958,,06/06/2022,INM122060045/01,060622INM122060045/01,PSA640254,05/13/2022,11/13/2022,06/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,50,50,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10242032,,06/06/2022,INM122060044/01,060622INM122060044/01,PSA640254,05/13/2022,11/13/2022,06/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,350,350,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10241976,,06/06/2022,INM122060045/02,060622INM122060045/02,PSA640330,05/20/2022,11/20/2022,06/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,510,510,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10241977,,06/06/2022,INM122060045/02,060622INM122060045/02,PSA640330,05/20/2022,11/20/2022,06/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,000","1,000",,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10314278,,06/27/2022,INM122060127/01,270622INM122060127/01,PSA640531,06/07/2022,12/04/2022,06/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,960,960,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10326073,,07/01/2022,INM122070008/01,010722INM122070008/01,PSA640531,06/07/2022,12/07/2022,07/01/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,370,370,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10326074,,07/01/2022,INM122070008/02,010722INM122070008/02,PSA640548,06/08/2022,12/08/2022,07/01/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,400,400,,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10334300,,07/06/2022,INM122070029/01,060722INM122070029/01,PSA640548,06/08/2022,12/08/2022,07/06/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,000","1,000",,2
,PZ0126-TIU,PZ0126,TIU,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,10410953,,08/02/2022,INM122080021/01,020822INM122080021/01,PSA640548,06/08/2022,12/08/2022,08/02/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,960,960,,2
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP01,8916665,,01/11/2021,IV2101041/01,110121IV2101041/01,PSA634434,12/28/2020,06/28/2021,01/11/2021,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,22,22,,
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,9447463,,08/07/2021,INM121080032/01,070821INM121080032/01,PSA636203,05/31/2021,11/27/2021,08/07/2021,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,3,3,,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP61,9985730,,03/08/2022,INM122030038/01,080322INM122030038/01,PSA639217,02/18/2022,08/17/2022,03/08/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,40,40,,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP03,10575533,,09/27/2022,INM122090124/01,270922INM122090124/01,PSA641127,07/27/2022,01/27/2023,09/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,836,836,,
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP03,10575534,,09/27/2022,INM122090124/01,270922INM122090124/01,PSA641127,07/27/2022,01/27/2023,09/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,50,50,,
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP04,10622360,,10/14/2022,INM122100080/01,141022INM122100080/01,PSA641918,10/11/2022,04/11/2023,10/14/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,96,96,,1
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP04,10622362,,10/14/2022,INM122100080/02,141022INM122100080/02,PSA641918,10/11/2022,04/11/2023,10/14/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,000","1,000",,1
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP04,10622363,,10/14/2022,INM122100080/03,141022INM122100080/03,PSA641918,10/11/2022,04/11/2023,10/14/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,000","1,000",,1
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP05,11452099,,09/01/2023,INM123090003/01,010923INM123090003/01,PSA645013,08/17/2023,02/17/2024,09/01/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,296,296,,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP57,11452099,,09/01/2023,INM123090003/01,010923INM123090003/01,PSA645013,08/17/2023,02/17/2024,09/01/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,497","1,497",,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,RP01,11944464,,05/16/2024,INM124050062/01,160524INM124050062/01,PSA646979,05/13/2024,11/13/2024,05/16/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,626,626,,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP57,11979971,,05/24/2024,INM124050091/01,240524INM124050091/01,PSA646990,05/14/2024,11/14/2024,05/24/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,080","1,080",,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP57,11979973,,05/24/2024,INM124050091/02,240524INM124050091/02,PSA647000,05/15/2024,11/15/2024,05/24/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"1,280","1,280",,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,RP58,11979973,,05/24/2024,INM124050091/02,240524INM124050091/02,PSA647000,05/15/2024,11/15/2024,05/24/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,"3,000","3,000",,-
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,130,DC45,12334499,,11/04/2024,INM124110019/01,041124INM124110019/01,PSA648122,10/16/2024,04/16/2025,11/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,116,0,116,0,116,,
,PZ0126-UTL,PZ0126,UTL,SMQ75 Pb95Sn5 T4 Dispensing,PB95SN5 SMQ75 DISP4,,120,DC64,12334499,,11/04/2024,INM124110019/01,041124INM124110019/01,PSA648122,10/16/2024,04/16/2025,11/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,"1,630",0,"1,630",0,"1,630",,
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524668,,09/29/2023,T230005482/11,290923T230005482/11,391410M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524669,,09/29/2023,T230005482/12,290923T230005482/12,391411M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524670,,09/29/2023,T230005482/13,290923T230005482/13,391412M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524671,,09/29/2023,T230005482/14,290923T230005482/14,391413M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524672,,09/29/2023,T230005482/15,290923T230005482/15,391414M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524673,,09/29/2023,T230005482/16,290923T230005482/16,391415M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524674,,09/29/2023,T230005482/17,290923T230005482/17,391416M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524675,,09/29/2023,T230005482/18,290923T230005482/18,391417M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524676,,09/29/2023,T230005482/19,290923T230005482/19,391418M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,RP57,11524677,,09/29/2023,T230005482/20,290923T230005482/20,391419M2,09/14/2023,09/14/2024,09/29/2023,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,DC54,11882416,,03/29/2024,T230011409/09,290324T230011409/09,431905M2,03/19/2024,03/19/2025,03/30/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,DC54,11882417,,03/29/2024,T230011409/10,290324T230011409/10,431906M2,03/19/2024,03/19/2025,03/30/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,DC54,11882419,,03/29/2024,T230011409/11,290324T230011409/11,431907M2,03/19/2024,03/19/2025,03/30/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0127-GTO,PZ0127,GTO,NEX-130FX-12-60-K8,NEX-130FX-12-60-K8,,120,DC54,11882420,,03/29/2024,T230011409/12,290324T230011409/12,431908M2,03/19/2024,03/19/2025,03/30/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0129-STM,PZ0129,STM,DA6501,DA6501 10CC/SY,,120,RP98,10075034,,04/07/2022,T/SO22030020/02,070422T/SO22030020/02,H119M3F011,03/15/2022,10/11/2022,04/08/2022,10181,ELLSWORTH ADHESIVES (THAILAND) LTD,0,0,0,0,88,88,,-
,PZ0129-STM,PZ0129,STM,DA6501,DA6501 10CC/SY,,120,RP98,10282674,,06/16/2022,T/S22050046/01,160622T/S22050046/01,H119M5P005,05/21/2022,12/21/2022,06/17/2022,10181,ELLSWORTH ADHESIVES (THAILAND) LTD,0,0,0,0,24,24,,
,PZ0129-STM,PZ0129,STM,DA6501,DA6501 10CC/SY,,120,RP98,10500518,,08/26/2022,T/SO22070062/01,260822T/SO22070062/01,H119M7D006,07/13/2022,07/26/2024,09/03/2022,10181,ELLSWORTH ADHESIVES (THAILAND) LTD,0,0,0,0,14,14,,
